iter	Passed	Remaining
252	17379	326093
253	17446	325994
254	17532	326242
255	17597	326107
256	17687	326424
257	17749	326230
258	17823	326253
259	17889	326138
260	17960	326118
261	18019	325856
262	18107	326134
263	18157	325733
264	18243	325971
265	18310	325869
266	18384	325888
267	18465	326048
268	18549	326231
269	18662	326947
270	18745	327117
271	18823	327195
272	18879	326893
273	18943	326733
274	19018	326771
275	19115	327171
276	19201	327387
277	19268	327292
278	19344	327325
279	19417	327321
280	19432	326347
281	19501	326265
282	19575	326274
283	19689	326954
284	19708	326061
285	19787	326140
286	19889	326611
287	19948	326377
288	20039	326661
289	20117	326730
290	20199	326875
291	20299	327297
292	20379	327387
293	20457	327465
294	20554	327826
295	20646	328105
296	20707	327910
297	20772	327761
298	20844	327729
299	20933	327963
300	21020	328151
301	21097	328204
302	21178	328296
303	21255	328335
304	21329	328339
305	21412	328467
306	21466	328151
307	21526	327924
308	21612	328103
309	21666	327788
310	21735	327711
311	21798	327536
312	21882	327673
313	21997	328275
314	22058	328081
315	22092	327467
316	22162	327407
317	22246	327547
318	22334	327739
319	22386	327402
320	22463	327430
321	22546	327555
322	22633	327733
323	22736	328139
324	22844	328609
325	22954	329109
326	23016	328914
327	23089	328879
328	23144	328590
329	23234	328805
330	23286	328478
331	23356	328391
332	23446	328604
333	23508	328410
334	23575	328300
335	23663	328470
336	23751	328641
337	23837	328786
338	23921	328908
339	23999	328929
340	24075	328934
341	24133	328701
342	24212	328737
343	24269	328479
344	24287	327699
345	24355	327606
346	24435	327664
347	24487	327347
348	24578	327555
349	24636	327308
350	24693	327059
351	24749	326804
352	24840	327005
353	24917	327019
354	24978	326837
355	25042	326675
356	25098	326416
357	25158	326220
358	25180	325517
359	25237	325284
360	25294	325044
361	25350	324798
362	25407	324554
363	25478	324495
364	25592	324992
365	25661	324908
366	25745	325009
367	25825	325067
368	25894	324984
369	25970	324987
370	26034	324833
371	26103	324752
372	26184	324810
373	26264	324870
374	26330	324744
375	26391	324555
376	26488	324821
377	26562	324789
378	26583	324128
379	26667	324217
380	26746	324263
381	26818	324211
382	26909	324388
383	27073	325448
384	27170	325698
385	27235	325558
386	27300	325418
387	27375	325401
388	27432	325168
389	27484	324880
390	27514	324338
391	27565	324034
392	27638	323998
393	27658	323337
394	27720	323170
395	27781	322997
396	27852	322936
397	27930	322952
398	27990	322771
399	28046	322539
400	28108	322368
401	28180	322321
402	28260	322363
403	28336	322361
404	28413	322372
405	28478	322243
406	28572	322438
407	28643	322376
408	28710	322270
409	28810	322538
410	28871	322367
411	29089	323938
412	29166	323938
413	29242	323929
414	29309	323813
415	29393	323891
416	29457	323747
417	29521	323601
418	29605	323679
419	29678	323641
420	29746	323542
421	29851	323843
422	29920	323751
423	30001	323791
424	30089	323900
425	30112	323316
426	30188	323306
427	30260	323249
428	30326	323124
429	30393	323015
430	30471	323029
431	30543	322968
432	30609	322852
433	30692	322908
434	30750	322700
435	30838	322816
436	30856	322194
437	30955	322414
438	31067	322778
439	31148	322814
440	31225	322809
441	31308	322863
442	31374	322743
443	31447	322687
444	31525	322694
445	31608	322750
446	31693	322817
447	31752	322624
448	31830	322630
449	31960	323160
450	32025	323023
451	32084	322828
452	32152	322733
453	32236	322787
454	32334	322991
455	32402	322884
456	32486	322948
457	32560	322900
458	32631	322833
459	32710	322839
460	32784	322793
461	32850	322672
462	32922	322612
463	33016	322763
464	33078	322603
465	33166	322693
466	33233	322582
467	33300	322476
468	33365	322342
469	33431	322223
470	33508	322210
471	33577	322115
472	33642	321988
473	33706	321842
474	33775	321758
475	34015	323291
476	34090	323251
477	34179	323346
478	34259	323359
479	34352	323481
480	34450	323666
481	34550	323853
482	34621	323780
483	34708	323847
484	34789	323861
485	34876	323934
486	34949	323873
487	35013	323734
488	35096	323766
489	35192	323912
490	35275	323944
491	35381	324188
492	35497	324515
493	35611	324827
494	35722	325106
495	35810	325183
496	35902	325287
497	35995	325406
498	36082	325461
499	36167	325504
500	36203	325109
501	36261	324910
502	36299	324534
503	36365	324405
504	36445	324398
505	36529	324435
506	36618	324507
507	36707	324586
508	36772	324451
509	36835	324295
510	36904	324200
511	36984	324192
512	37012	323733
513	37112	323902
514	37199	323959
515	37279	323957
516	37381	324144
517	37457	324097
518	37569	324373
519	37653	324401
520	37721	324287
521	37796	324239
522	37894	324385
523	37980	324431
524	38093	324704
525	38192	324851
526	38292	325016
527	38401	325249
528	38495	325358
529	38587	325447
530	38705	325757
531	38813	325976
532	38899	326008
533	39023	326364
534	39104	326359
535	39181	326320
536	39308	326693
537	39408	326838
538	39549	327332
539	39641	327412
540	39755	327666
541	39883	328045
542	39994	328281
543	40152	328899
544	40235	328894
545	40318	328899
546	40396	328856
547	40503	329051
548	40591	329097
549	40665	329018
550	40747	329014
551	40822	328944
552	40948	329290
553	41023	329224
554	41114	329287
555	41185	329188
556	41274	329234
557	41368	329313
558	41437	329198
559	41469	328793
560	41545	328734
561	41640	328828
562	41709	328709
563	42032	330595
564	42105	330508
565	42181	330443
566	42241	330259
567	42324	330249
568	42402	330206
569	42493	330255
570	42568	330186
571	42633	330033
572	42699	329895
573	42760	329718
574	42851	329767
575	42917	329634
576	43011	329705
577	43078	329573
578	43163	329580
579	43239	329515
580	43306	329384
581	43371	329238
582	43446	329163
583	43509	329000
584	43576	328868
585	43645	328754
586	43715	328651
587	43788	328562
588	43848	328381
589	43909	328201
590	43977	328079
591	44039	327916
592	44102	327753
593	44166	327602
594	44222	327393
595	44293	327297
596	44350	327097
597	44431	327067
598	44549	327318
599	44616	327184
600	44665	326929
601	44725	326750
602	44800	326677
603	44871	326579
604	44961	326623
605	45016	326408
606	45067	326161
607	45123	325957
608	45178	325743
609	45235	325544
610	45289	325328
611	45341	325092
612	45394	324871
613	45466	324778
614	45529	324630
615	45593	324486
616	45682	324512
617	45753	324419
618	45810	324224
619	45873	324076
620	45909	323729
621	45971	323573
622	46033	323415
623	46094	323254
624	46151	323057
625	46213	322901
626	46267	322692
627	46333	322567
628	46390	322370
629	46466	322317
630	46543	322261
631	46605	322109
632	46663	321923
633	46718	321723
634	46775	321536
635	46841	321406
636	46902	321249
637	46957	321048
638	47015	320866
639	47078	320724
640	47160	320706
641	47211	320481
642	47269	320298
643	47336	320184
644	47408	320101
645	47441	319753
646	47508	319636
647	47581	319559
648	47606	319163
649	47673	319047
650	47754	319024
651	47823	318920
652	47875	318706
653	47929	318503
654	47988	318332
655	48089	318448
656	48179	318482
657	48218	318181
658	48290	318098
659	48365	318042
660	48440	317975
661	48523	317965
662	48591	317861
663	48656	317735
664	48748	317781
665	48815	317669
666	48836	317254
667	48897	317102
668	48982	317104
669	49051	317002
670	49120	316901
671	49183	316767
672	49245	316620
673	49307	316476
674	49378	316390
675	49452	316319
676	49494	316051
677	49581	316065
678	49675	316126
679	49751	316065
680	49833	316048
681	49913	316019
682	50013	316115
683	50312	317468
684	50411	317556
685	50502	317589
686	50602	317685
687	50695	317729
688	50759	317596
689	50831	317511
690	50889	317341
691	50957	317230
692	51080	317463
693	51169	317484
694	51252	317472
695	51365	317637
696	51475	317790
697	51501	317418
698	51570	317316
699	51647	317262
700	51718	317172
701	51809	317201
702	51881	317118
703	51919	316829
704	51945	316464
705	52048	316566
706	52135	316573
707	52200	316449
708	52278	316399
709	52379	316490
710	52447	316380
711	52546	316460
712	52633	316467
713	52659	316102
714	52740	316073
715	52802	315928
716	52826	315560
717	52879	315360
718	52950	315272
719	53046	315329
720	53155	315469
721	53233	315421
722	53315	315394
723	53385	315299
724	53464	315255
725	53531	315140
726	53596	315017
727	53658	314876
728	53733	314810
729	53775	314551
730	53856	314517
731	53923	314404
732	54012	314424
733	54131	314609
734	54226	314658
735	54252	314310
736	54356	314411
737	54444	314421
738	54522	314372
739	54593	314279
740	54687	314325
741	54777	314340
742	54857	314302
743	54932	314238
744	55001	314134
745	55065	314005
746	55122	313838
747	55195	313760
748	55253	313597
749	55339	313588
750	55423	313574
751	55508	313565
752	55566	313398
753	55640	313325
754	55712	313245
755	55776	313118
756	55798	312749
757	55867	312652
758	55947	312611
759	55978	312301
760	56053	312236
761	56112	312079
762	56176	311950
763	56236	311804
764	56305	311706
765	56405	311774
766	56496	311798
767	56567	311707
768	56670	311797
769	56786	311958
770	56903	312120
771	56956	311933
772	57020	311804
773	57085	311681
774	57152	311573
775	57217	311452
776	57319	311529
777	57366	311313
778	57435	311214
779	57506	311125
780	57540	310837
781	57559	310469
782	57630	310379
783	57731	310454
784	57808	310400
785	57898	310414
786	57965	310305
787	58044	310258
788	58108	310130
789	58176	310027
790	58243	309919
791	58315	309838
792	58390	309769
793	58465	309704
794	58556	309724
795	58615	309572
796	58704	309582
797	58782	309528
798	58869	309523
799	58948	309481
800	59037	309486
801	59109	309402
802	59178	309307
803	59242	309180
804	59324	309149
805	59395	309063
806	59486	309080
807	59569	309054
808	59639	308962
809	59728	308964
810	59797	308868
811	59862	308751
812	59927	308629
813	59987	308483
814	60064	308428
815	60128	308305
816	60203	308236
817	60273	308145
818	60377	308228
819	60444	308119
820	60534	308129
821	60634	308187
822	60699	308069
823	60760	307929
824	60818	307778
825	60886	307675
826	60955	307579
827	61029	307504
828	61105	307443
829	61160	307277
830	61228	307174
831	61296	307073
832	61357	306935
833	61423	306822
834	61490	306714
835	61546	306555
836	61624	306502
837	61684	306363
838	61752	306260
839	61824	306177
840	61907	306151
841	61974	306045
842	62032	305896
843	62113	305859
844	62176	305730
845	62232	305573
846	62325	305594
847	62399	305524
848	62471	305441
849	62561	305448
850	62633	305366
851	62700	305261
852	62757	305104
853	62837	305062
854	62904	304958
855	62961	304802
856	62995	304539
857	63053	304390
858	63114	304255
859	63183	304163
860	63247	304043
861	63298	303862
862	63354	303704
863	63438	303681
864	63484	303476
865	63555	303394
866	63615	303258
867	63671	303098
868	63726	302940
869	63799	302862
870	63864	302751
871	63922	302603
872	63981	302464
873	64051	302377
874	64121	302286
875	64198	302229
876	64260	302105
877	64376	302230
878	64453	302173
879	64511	302032
880	64565	301868
881	64637	301787
882	64701	301671
883	64765	301554
884	64823	301412
885	64912	301409
886	64973	301282
887	65038	301171
888	65112	301101
889	65172	300966
890	65271	301011
891	65346	300943
892	65401	300786
893	65454	300620
894	65530	300561
895	65590	300427
896	65661	300343
897	65689	300065
898	65780	300073
899	65849	299981
900	65924	299915
901	65959	299668
902	66043	299646
903	66107	299530
904	66201	299551
905	66291	299556
906	66401	299649
907	66487	299634
908	66557	299545
909	66626	299451
910	66696	299364
911	66789	299380
912	66855	299274
913	66944	299274
914	67076	299460
915	67159	299433
916	67260	299481
917	67337	299424
918	67426	299419
919	67504	299366
920	67597	299383
921	67685	299374
922	67752	299270
923	67819	299168
924	67888	299074
925	67957	298985
926	68072	299093
927	68095	298799
928	68172	298742
929	68253	298699
930	68338	298676
931	68412	298606
932	68483	298521
933	68503	298215
934	68554	298047
935	68629	297980
936	68697	297886
937	68762	297774
938	68844	297739
939	68903	297603
940	68923	297303
941	68996	297227
942	69068	297148
943	69147	297099
944	69235	297090
945	69319	297062
946	69361	296855
947	69496	297044
948	69573	296990
949	69634	296861
950	69689	296711
951	69781	296718
952	70040	297431
953	70138	297462
954	70234	297487
955	70264	297228
956	70340	297162
957	70408	297068
958	70496	297055
959	70581	297028
960	70664	296997
961	70736	296915
962	70843	296983
963	70930	296965
964	71044	297061
965	71115	296978
966	71184	296885
967	71292	296954
968	71354	296830
969	71417	296714
970	71484	296612
971	71543	296477
972	71592	296302
973	71672	296254
974	71737	296145
975	71806	296054
976	71872	295951
977	71972	295986
978	72060	295969
979	72150	295963
980	72203	295806
981	72280	295744
982	72357	295688
983	72435	295630
984	72495	295502
985	72553	295364
986	72626	295290
987	72688	295168
988	72747	295035
989	72839	295038
990	72950	295115
991	73074	295243
992	73217	295451
993	73298	295406
994	73359	295279
995	73409	295114
996	73464	294963
997	73517	294808
998	73593	294740
999	73673	294695
1000	73749	294630
1001	73813	294515
1002	73869	294372
1003	73928	294241
1004	74022	294247
1005	74095	294170
1006	74226	294327
1007	74294	294231
1008	74350	294084
1009	74426	294023
1010	74499	293945
1011	74585	293921
1012	74646	293795
1013	74677	293554
1014	74735	293419
1015	74791	293276
1016	74859	293179
1017	74925	293076
1018	74982	292938
1019	75052	292853
1020	75125	292776
1021	75175	292610
1022	75228	292458
1023	75286	292323
1024	75337	292162
1025	75390	292010
1026	75454	291900
1027	75511	291763
1028	75591	291714
1029	75651	291590
1030	75732	291542
1031	75772	291341
1032	75828	291201
1033	75912	291170
1034	75964	291015
1035	76022	290882
1036	76080	290747
1037	76134	290603
1038	76184	290440
1039	76267	290402
1040	76345	290348
1041	76424	290297
1042	76495	290213
1043	76561	290111
1044	76587	289860
1045	76653	289757
1046	76716	289646
1047	76794	289591
1048	76844	289431
1049	76897	289282
1050	76968	289197
1051	77090	289308
1052	77151	289191
1053	77229	289135
1054	77291	289019
1055	77351	288894
1056	77405	288752
1057	77460	288610
1058	77546	288584
1059	77618	288508
1060	77668	288345
1061	77694	288099
1062	77777	288062
1063	77843	287960
1064	77913	287876
1065	77972	287750
1066	78036	287644
1067	78102	287547
1068	78159	287412
1069	78221	287298
1070	78287	287199
1071	78344	287068
1072	78429	287037
1073	78504	286972
1074	78584	286923
1075	78679	286932
1076	78737	286804
1077	78799	286690
1078	78865	286590
1079	78933	286497
1080	79022	286485
1081	79066	286305
1082	79126	286184
1083	79184	286056
1084	79281	286069
1085	79352	285991
1086	79447	285997
1087	79544	286009
1088	79632	285989
1089	79721	285973
1090	79789	285882
1091	79860	285801
1092	79940	285754
1093	80006	285653
1094	80095	285638
1095	80184	285622
1096	80274	285607
1097	80347	285533
1098	80413	285434
1099	80494	285389
1100	80565	285310
1101	80673	285360
1102	80741	285268
1103	80806	285165
1104	80850	284990
1105	80905	284852
1106	80971	284752
1107	81057	284725
1108	81121	284619
1109	81178	284489
1110	81242	284387
1111	81296	284243
1112	81381	284213
1113	81431	284060
1114	81502	283981
1115	81638	284125
1116	81724	284098
1117	81783	283975
1118	81870	283950
1119	81946	283884
1120	82012	283789
1121	82130	283870
1122	82216	283842
1123	82286	283757
1124	82369	283718
1125	82442	283643
1126	82515	283568
1127	82590	283503
1128	82656	283404
1129	82740	283366
1130	82809	283279
1131	82875	283184
1132	82945	283097
1133	83007	282988
1134	83058	282839
1135	83137	282785
1136	83206	282695
1137	83278	282619
1138	83353	282552
1139	83408	282417
1140	83493	282386
1141	83555	282274
1142	83611	282144
1143	83676	282043
1144	83712	281845
1145	83770	281719
1146	83826	281589
1147	83884	281466
1148	83936	281321
1149	83985	281169
1150	84041	281038
1151	84100	280920
1152	84162	280807
1153	84225	280702
1154	84295	280620
1155	84358	280513
1156	84425	280420
1157	84496	280343
1158	84547	280196
1159	84605	280074
1160	84677	279997
1161	84768	279985
1162	84831	279879
1163	84911	279827
1164	84954	279655
1165	85009	279525
1166	85090	279480
1167	85188	279489
1168	85250	279378
1169	85305	279246
1170	85369	279144
1171	85502	279270
1172	85569	279176
1173	85645	279115
1174	85704	278994
1175	85763	278877
1176	85851	278853
1177	85906	278723
1178	86004	278732
1179	86056	278588
1180	86130	278519
1181	86205	278453
1182	86260	278323
1183	86336	278260
1184	86419	278219
1185	86486	278128
1186	86567	278082
1187	86618	277937
1188	86688	277853
1189	86763	277789
1190	86817	277657
1191	86872	277526
1192	86919	277370
1193	86971	277230
1194	87025	277098
1195	87077	276957
1196	87122	276796
1197	87173	276656
1198	87233	276543
1199	87282	276395
1200	87338	276269
1201	87399	276160
1202	87453	276026
1203	87490	275841
1204	87547	275720
1205	87623	275658
1206	87695	275583
1207	87751	275459
1208	87809	275341
1209	87869	275228
1210	87913	275065
1211	87963	274923
1212	88018	274795
1213	88071	274661
1214	88105	274469
1215	88157	274332
1216	88238	274285
1217	88296	274169
1218	88355	274053
1219	88415	273942
1220	88477	273837
1221	88530	273705
1222	88589	273590
1223	88649	273480
1224	88710	273372
1225	88778	273285
1226	88837	273173
1227	88888	273036
1228	89007	273106
1229	89105	273111
1230	89184	273059
1231	89275	273044
1232	89335	272932
1233	89397	272829
1234	89473	272766
1235	89538	272671
1236	89615	272613
1237	89673	272498
1238	89728	272371
1239	89781	272241
1240	89842	272133
1241	89900	272017
1242	89950	271877
1243	90021	271800
1244	90106	271768
1245	90173	271679
1246	90261	271653
1247	90367	271682
1248	90426	271567
1249	90505	271517
1250	90596	271498
1251	90682	271468
1252	90744	271363
1253	90799	271241
1254	90846	271091
1255	90894	270946
1256	90971	270886
1257	91042	270810
1258	91106	270714
1259	91155	270572
1260	91197	270409
1261	91283	270379
1262	91339	270259
1263	91403	270159
1264	91457	270034
1265	91516	269923
1266	91573	269805
1267	91662	269783
1268	91726	269685
1269	91792	269593
1270	91856	269499
1271	91983	269587
1272	92054	269509
1273	92117	269411
1274	92189	269337
1275	92249	269230
1276	92302	269102
1277	92353	268967
1278	92412	268855
1279	92472	268747
1280	92537	268655
1281	92590	268527
1282	92643	268399
1283	92690	268253
1284	92755	268160
1285	92811	268043
1286	92889	267985
1287	92942	267859
1288	93024	267814
1289	93091	267728
1290	93146	267608
1291	93199	267479
1292	93258	267370
1293	93328	267290
1294	93380	267162
1295	93440	267056
1296	93489	266917
1297	93548	266807
1298	93607	266698
1299	93671	266602
1300	93732	266499
1301	93799	266412
1302	93867	266330
1303	93922	266210
1304	93992	266130
1305	94054	266030
1306	94103	265894
1307	94177	265828
1308	94266	265804
1309	94336	265727
1310	94428	265710
1311	94513	265676
1312	94574	265571
1313	94639	265480
1314	94699	265375
1315	94777	265319
1316	94840	265222
1317	94897	265107
1318	94959	265008
1319	95033	264940
1320	95100	264856
1321	95155	264735
1322	95217	264635
1323	95271	264515
1324	95320	264378
1325	95393	264311
1326	95473	264261
1327	95569	264254
1328	95638	264174
1329	95710	264102
1330	95785	264038
1331	95864	263986
1332	95932	263903
1333	95992	263799
1334	96076	263760
1335	96169	263745
1336	96266	263741
1337	96333	263655
1338	96402	263577
1339	96466	263482
1340	96530	263389
1341	96593	263291
1342	96640	263151
1343	96753	263193
1344	96878	263264
1345	96977	263265
1346	97035	263156
1347	97111	263094
1348	97167	262980
1349	97228	262875
1350	97282	262755
1351	97346	262664
1352	97419	262593
1353	97492	262523
1354	97557	262433
1355	97621	262340
1356	97681	262234
1357	97746	262145
1358	97815	262066
1359	97877	261967
1360	97938	261864
1361	98004	261778
1362	98074	261698
1363	98140	261611
1364	98208	261530
1365	98280	261458
1366	98340	261353
1367	98400	261250
1368	98453	261127
1369	98513	261025
1370	98576	260929
1371	98632	260816
1372	98708	260755
1373	98771	260659
1374	98828	260547
1375	98886	260438
1376	98938	260316
1377	99002	260222
1378	99054	260097
1379	99113	259994
1380	99173	259891
1381	99231	259781
1382	99285	259664
1383	99347	259567
1384	99406	259460
1385	99466	259358
1386	99531	259268
1387	99582	259142
1388	99640	259036
1389	99698	258928
1390	99751	258809
1391	99832	258762
1392	99891	258656
1393	99954	258562
1394	100020	258475
1395	100095	258412
1396	100154	258308
1397	100214	258207
1398	100263	258077
1399	100314	257951
1400	100373	257847
1401	100429	257735
1402	100500	257662
1403	100551	257536
1404	100622	257463
1405	100684	257367
1406	100739	257254
1407	100795	257142
1408	100849	257027
1409	100902	256908
1410	100953	256782
1411	101017	256692
1412	101072	256580
1413	101138	256493
1414	101198	256394
1415	101272	256328
1416	101334	256232
1417	101387	256114
1418	101450	256020
1419	101500	255895
1420	101552	255774
1421	101604	255654
1422	101672	255574
1423	101747	255512
1424	101803	255401
1425	101859	255290
1426	101910	255169
1427	102017	255187
1428	102080	255094
1429	102148	255013
1430	102210	254919
1431	102256	254783
1432	102320	254695
1433	102383	254601
1434	102439	254492
1435	102497	254389
1436	102551	254274
1437	102625	254208
1438	102681	254100
1439	102736	253988
1440	102790	253874
1441	102856	253787
1442	102924	253709
1443	102977	253592
1444	103061	253551
1445	103138	253494
1446	103195	253388
1447	103254	253286
1448	103309	253175
1449	103389	253125
1450	103444	253015
1451	103500	252906
1452	103562	252812
1453	103636	252748
1454	103717	252700
1455	103784	252618
1456	103851	252536
1457	103910	252434
1458	103964	252322
1459	104027	252230
1460	104089	252136
1461	104149	252039
1462	104226	251981
1463	104303	251923
1464	104375	251855
1465	104443	251774
1466	104496	251661
1467	104557	251565
1468	104634	251508
1469	104698	251420
1470	104766	251339
1471	104831	251254
1472	104886	251144
1473	104941	251033
1474	105003	250941
1475	105069	250855
1476	105176	250870
1477	105242	250787
1478	105315	250721
1479	105370	250610
1480	105426	250503
1481	105486	250405
1482	105537	250287
1483	105597	250190
1484	105666	250113
1485	105746	250062
1486	105797	249944
1487	105866	249866
1488	105925	249768
1489	105990	249682
1490	106043	249568
1491	106095	249451
1492	106187	249429
1493	106250	249339
1494	106315	249255
1495	106377	249162
1496	106431	249050
1497	106488	248947
1498	106550	248854
1499	106616	248772
1500	106679	248680
1501	106740	248586
1502	106809	248511
1503	106874	248427
1504	106948	248361
1505	107021	248295
1506	107099	248240
1507	107170	248170
1508	107236	248086
1509	107289	247974
1510	107345	247867
1511	107420	247805
1512	107471	247688
1513	107536	247603
1514	107593	247501
1515	107658	247415
1516	107710	247300
1517	107763	247189
1518	107825	247098
1519	107893	247019
1520	107959	246937
1521	108028	246862
1522	108095	246782
1523	108187	246758
1524	108238	246642
1525	108303	246556
1526	108357	246446
1527	108417	246350
1528	108475	246250
1529	108592	246285
1530	108658	246202
1531	108734	246142
1532	108846	246164
1533	108909	246076
1534	108980	246003
1535	109047	245925
1536	109108	245832
1537	109182	245768
1538	109261	245714
1539	109313	245601
1540	109365	245487
1541	109435	245413
1542	109502	245334
1543	109593	245308
1544	109655	245217
1545	109714	245118
1546	109785	245047
1547	109860	244986
1548	109933	244919
1549	109999	244838
1550	110061	244745
1551	110141	244695
1552	110211	244623
1553	110261	244505
1554	110322	244412
1555	110380	244312
1556	110444	244226
1557	110516	244157
1558	110589	244092
1559	110651	244000
1560	110721	243927
1561	110840	243962
1562	110904	243875
1563	110961	243775
1564	111033	243706
1565	111100	243626
1566	111177	243569
1567	111243	243486
1568	111300	243386
1569	111365	243302
1570	111429	243216
1571	111485	243111
1572	111550	243028
1573	111605	242923
1574	111669	242835
1575	111747	242782
1576	111810	242694
1577	111868	242594
1578	111930	242503
1579	112016	242465
1580	112099	242420
1581	112190	242393
1582	112245	242288
1583	112301	242185
1584	112375	242121
1585	112428	242012
1586	112484	241908
1587	112537	241800
1588	112593	241697
1589	112649	241594
1590	112725	241534
1591	112764	241394
1592	112851	241358
1593	112910	241261
1594	112968	241165
1595	113018	241049
1596	113084	240969
1597	113148	240883
1598	113211	240794
1599	113266	240690
1600	113338	240622
1601	113466	240672
1602	113527	240582
1603	113614	240544
1604	113681	240465
1605	113719	240325
1606	113771	240215
1607	113826	240111
1608	113890	240026
1609	113972	239979
1610	114035	239891
1611	114104	239816
1612	114180	239757
1613	114245	239674
1614	114299	239568
1615	114376	239510
1616	114427	239399
1617	114495	239322
1618	114550	239219
1619	114607	239120
1620	114670	239032
1621	114748	238976
1622	114840	238951
1623	114932	238923
1624	114989	238824
1625	115096	238829
1626	115181	238788
1627	115272	238757
1628	115352	238706
1629	115432	238655
1630	115500	238579
1631	115576	238518
1632	115662	238478
1633	115750	238443
1634	115834	238400
1635	115902	238323
1636	116027	238363
1637	116147	238393
1638	116257	238401
1639	116371	238419
1640	116558	238586
1641	116681	238620
1642	116776	238599
1643	116889	238614
1644	117000	238623
1645	117129	238670
1646	117227	238654
1647	117307	238601
1648	117379	238531
1649	117462	238483
1650	117532	238410
1651	117610	238353
1652	117698	238315
1653	117778	238263
1654	117893	238280
1655	118000	238280
1656	118117	238302
1657	118243	238340
1658	118349	238340
1659	118447	238322
1660	118576	238366
1661	118679	238357
1662	118762	238309
1663	118857	238286
1664	118926	238210
